"";"marca";"submarca";"vr";"mod";"trans";"comb";"cil";"pot";"tam";"cat";"r.Ciudad";"r.Carretera";"r.Comb";"r.Ajust";"CO2";"NOx";"GEI";"CA"
"3784";"FORD";"ESCAPE";"5PTS 3.0L 6CIL 240HP AUT";"2012";"Auto";"Gasolina";"6";240;3;"CAMIONETAS DE USO MULTIPLE (SUV)";10,2;14,8;11,86;8,89;262;12;"4";"9"
"3785";"VW";"CARAVELLE";"5PTS 2.0L 4CIL 102HP MAN TURBO DIESEL";"2013";"Manual";"Diesel";"4";102;2;"CAMIONETAS DE USO MULTIPLE (SUV)";10,2;14,6;13,18;9,88;271;175;"4";NA
"3786";"DODGE";"JOURNEY";"SE 5PTS 2.4 4CIL 173HP AUT";"2014";"Auto";"Gasolina";"4";173;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,2;14,6;11,8;8,85;263;12;"4";"9"
"3787";"DODGE";"JOURNEY";"SXT 5PTS 2.4 4CIL 173HP AUT (5 PASAJEROS)";"2014";"Auto";"Gasolina";"4";173;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,2;14,6;11,8;8,85;263;12;"4";"9"
"3788";"DODGE";"JOURNEY";"SXT 5PTS 2.4 4CIL 173HP AUT (7 PASAJEROS)";"2014";"Auto";"Gasolina";"4";173;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,2;14,6;11,8;8,85;263;12;"4";"9"
"3789";"DODGE";"JOURNEY";"CROSSROAD 5PTS 2.4 4CIL 173HP AUT";"2014";"Auto";"Gasolina";"4";173;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,2;14,6;11,8;8,85;263;12;"4";"9"
"3790";"HYUNDAI";"SANTA FE";"5PTS 2.4L 4CIL 190HP AUT";"2015";"Auto";"Gasolina";"4";190;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,2;7,3;9,94;7,46;313;11;"3";"9"
"3791";"DODGE";"JOURNEY";"5PTS 2.4 4CIL 173HP AUT";"2015";"Auto";"Gasolina";"4";173;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,2;14,6;13,18;9,88;236;7;"6";"9"
"3792";"HYUNDAI";"SANTA FE";"5PTS 2.4L 4CIL 190HP AUT";"2016";"Auto";"Gasolina";"4";190;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,2;7,3;9,94;7,46;313;11;"3";"9"
"3793";"DODGE";"JOURNEY";"SE 5PTAS 2.4L 4CIL 173HP AUT";"2016";"Auto";"Gasolina";"4";173;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,2;14,6;11,8;8,85;263;34;"4";"6"
"3794";"VW";"TIGUAN";"GP 5PTAS 2.0L 4CIL 200HP TIP TURBO FSI";"2017";"Auto";"Gasolina";"4";200;2;"CAMIONETAS DE USO MULTIPLE (SUV)";10,2;14,9;11,89;8,92;262;6;"4";"9"
"3795";"CHEVROLET";"CAPTIVA";"SPORT 5PTS 2.4L 4CIL 182HP AUT";"2013";"Auto";"Gasolina";"4";182;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,18;17,35;12,51;9,38;249;8;"5";"9"
"3796";"CHEVROLET";"CAPTIVA SPORT";"5PTS 2.4L 4CIL 182HP AUT";"2011";"Auto";"Gasolina";"4";182;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,18;17,35;12,51;9,38;249;7;"5";"9"
"3797";"DODGE";"JOURNEY";"5PTS 2.4 4CIL 173HP AUT";"2012";"Auto";"Gasolina";"4";173;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,18;14,57;11,78;8,83;264;10;"4";"9"
"3798";"DODGE";"JOURNEY";"5PTS 2.4 4CIL 173HP AUT";"2013";"Auto";"Gasolina";"4";173;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,18;14,57;11,78;8,83;264;10;"4";"9"
"3799";"JEEP";"COMPASS";"LATITUDE 5PTS 2.4L 4CIL 172HP AUT";"2014";"Auto";"Gasolina";"4";172;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,11;14,28;11,64;8,73;267;16;"4";"8"
"3800";"JEEP";"COMPASS";"LIMITED 5PTS 2.4L 4CIL 172HP AUT";"2014";"Auto";"Gasolina";"4";172;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,11;14,28;11,64;8,73;267;16;"4";"8"
"3801";"JEEP";"COMPASS";"LIMITED 4X4 5PTS 2.4L 4CIL 172HP AUT";"2014";"Auto";"Gasolina";"4";172;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,11;14,28;11,64;8,73;267;16;"4";"8"
"3802";"JEEP";"COMPASS";"LATITUDE 4X2 5PTAS 2.4L 4CIL 172HP AUT";"2016";"Auto";"Gasolina";"4";172;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,11;14,28;11,64;8,73;267;16;"4";"8"
"3803";"CHEVROLET";"CAPTIVA SPORT";"5PTS 2.4L 4CIL 169HP AUT";"2011";"Auto";"Gasolina";"4";169;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,1;16,69;12,28;9,21;253;17;"5";"8"
"3804";"SUBARU";"FORESTER";"XT 5PTS 2.5L 4CIL 224HP AUT TURBO";"2012";"Auto";"Gasolina";"4";224;2,5;"CAMIONETAS DE USO MULTIPLE (SUV)";10,1;13,9;11,52;8,64;270;11;"4";"9"
"3805";"PORSCHE";"CAYENNE";"5PTAS 3.6L 6CIL 300HP TIP TRACCION INTEGRAL";"2016";"Auto";"Gasolina";"6";300;3,6;"CAMIONETAS DE USO MULTIPLE (SUV)";10,1;14,7;11,76;8,82;264;11;"4";"9"
"3806";"PORSCHE";"CAYENNE";"5PTAS 3.6L 6CIL 300HP TIP TRACCION INTEGRAL";"2017";"Auto";"Gasolina";"6";300;3,6;"CAMIONETAS DE USO MULTIPLE (SUV)";10,1;14,7;11,76;8,82;264;11;"4";"9"
"3807";"HYUNDAI";"SANTA FE";"FWD 5PTAS 3.3L 6CIL 290HP AUT";"2017";"Auto";"Gasolina";"6";290;3,3;"CAMIONETAS DE USO MULTIPLE (SUV)";10,06;15,4;11,92;8,94;261;4;"5";"9"
"3808";"HYUNDAI";"SANTA FE";"FWD 5PTAS 3.3L 6CIL 290HP AUT";"2018";"Auto";"Gasolina";"6";290;3,3;"CAMIONETAS DE USO MULTIPLE (SUV)";10,06;15,4;11,92;8,94;261;4;"5";"9"
"3809";"CHEVROLET";"CAPTIVA";"SPORT 5PTS 2.4L 4CIL 182HP AUT";"2014";"Auto";"Gasolina";"4";182;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,02;17,09;12,31;9,23;253;18;"5";"8"
"3810";"CHEVROLET";"CAPTIVA";"SPORT 5PTS 2.4L 4CIL 182HP AUT";"2015";"Auto";"Gasolina";"4";182;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10,02;17,09;12,31;9,23;253;18;"5";"8"
"3811";"MAZDA";"CX-5";"FWD 5PTS 2.5L 4CIL 184HP AUT";"2014";"Auto";"Gasolina";"4";184;2,5;"CAMIONETAS DE USO MULTIPLE (SUV)";10;17,4;13,75;10,31;226;28;"6";NA
"3812";"MAZDA";"CX-5";"WAGON FWD 5PTS 2.5L 4CIL 184HP AUT";"2015";"Auto";"Gasolina";"4";184;2,5;"CAMIONETAS DE USO MULTIPLE (SUV)";10;17,4;13,75;10,31;226;28;"6";NA
"3813";"SUZUKI";"GRAND VITARA";"4X4 5PTAS 2.4L 4CIL 163HP AUT";"2016";"Auto";"Gasolina";"4";163;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10;13,8;11,41;8,56;272;10;"4";"9"
"3814";"SUZUKI";"GRAND VITARA";"4X4 5PTAS 2.4L 4CIL 163HP AUT";"2015";"Auto";"Gasolina";"4";163;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10;13,8;11,41;8,56;272;10;"4";"9"
"3815";"SUZUKI";"GRAND VITARA";"4X4 5PTAS 2.4L 4CIL 163HP AUT";"2017";"Auto";"Gasolina";"4";163;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10;13,8;11,41;8,56;272;10;"4";"9"
"3816";"HONDA";"CR-V";"EX 2WD 5PTAS 2.4L 4CIL 184HP CVT";"2017";"Var.Continua";"Gasolina";"4";184;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";10;16,6;13,56;10,17;229;11;"6";"9"
"3817";"SUZUKI";"GRAND VITARA";"4WD 5PTS 2.4L 4CIL 166HP AUT";"2011";"Auto";"Gasolina";"4";166;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";9,95;13,73;11,36;8,52;274;10;"4";"9"
"3818";"SUZUKI";"GRAND VITARA";"4WD 5PTS 2.4L 4CIL 164HP AUT";"2012";"Auto";"Gasolina";"4";166;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";9,95;13,73;11,36;8,52;274;10;"4";"9"
"3819";"SUZUKI";"GRAND VITARA";"4WD 5PTS 2.4L 4CIL 163HP AUT";"2013";"Auto";"Gasolina";"4";163;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";9,95;13,73;11,36;8,52;274;10;"4";"9"
"3820";"SUZUKI";"GRAND VITARA";"4WD 5PTS 2.4L 4CIL 163HP AUT";"2014";"Auto";"Gasolina";"4";163;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";9,95;13,73;11,36;8,52;274;10;"4";"9"
"3821";"FORD";"EDGE";"5PTS 3.5L 6CIL 285HP AUT";"2014";"Auto";"Gasolina";"6";285;3,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,92;15,95;11,96;8,97;260;12;"5";"9"
"3822";"JEEP";"CHEROKEE";"SPORT 5PTS 2.4L 4CIL 184HP AUT";"2014";"Auto";"Gasolina";"4";184;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";9,92;14,98;11,7;8,77;266;14;"4";"8"
"3823";"JEEP";"CHEROKEE";"LATITUDE 5PTS 2.4L 4CIL 184HP AUT";"2014";"Auto";"Gasolina";"4";184;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";9,92;14,98;11,7;8,77;266;14;"4";"8"
"3824";"JEEP";"CHEROKEE";"LIMITED 5PTS 2.4L 4CIL 184HP AUT";"2014";"Auto";"Gasolina";"4";184;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";9,92;14,98;11,7;8,77;266;14;"4";"8"
"3825";"JEEP";"CHEROKEE";"4X2 5PTAS 2.4L 4CIL 184HP AUT";"2016";"Auto";"Gasolina";"4";184;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";9,92;14,98;11,7;8,77;266;14;"4";"8"
"3826";"VW";"TIGUAN";"5PTS 2.0L 4CIL 200HP TIP TFSI TURBO";"2011";"Auto";"Gasolina";"4";200;2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,91;16,29;12,03;9,02;258;8;"5";"9"
"3827";"VW";"TIGUAN";"5PTS 2.0L 4CIL 200HP TIP TFSI TURBO QUATRO";"2011";"Auto";"Gasolina";"4";200;2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,91;16,29;12,03;9,02;258;8;"5";"9"
"3828";"VW";"TIGUAN";"GP 5PTS 2.0L 4CIL 200HP TIP FSI TURBO";"2012";"Auto";"Gasolina";"4";200;2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,91;16,29;12,03;9,02;258;8;"5";"9"
"3829";"VW";"TIGUAN";"GP 5PTS 2.0L 4CIL 200HP TIP 4MOTION FSI TURBO";"2012";"Auto";"Gasolina";"4";200;2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,91;16,29;12,03;9,02;258;8;"5";"9"
"3830";"VW";"TIGUAN";"GP 5PTS 2.0L 4CIL 200HP TIP FSI TURBO";"2013";"Auto";"Gasolina";"4";200;2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,91;16,29;12,03;9,02;258;8;"5";"9"
"3831";"VW";"TIGUAN";"GP 5PTS 2.0L 4CIL 200HP TIP 4MOTION FSI TURBO";"2013";"Auto";"Gasolina";"4";200;2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,91;16,29;12,03;9,02;258;8;"5";"9"
"3832";"FORD";"EDGE";"SPORT 5PTS 3.7L 6CIL 305HP AUT";"2011";"Auto";"Gasolina";"6";305;3,7;"CAMIONETAS DE USO MULTIPLE (SUV)";9,9;15,2;11,74;8,81;265;12;"4";"9"
"3833";"FORD";"EDGE";"SPORT 5PTS 3.7L 6CIL 305HP AUT";"2012";"Auto";"Gasolina";"6";305;3,7;"CAMIONETAS DE USO MULTIPLE (SUV)";9,9;15,2;11,74;8,81;265;12;"4";"9"
"3834";"FORD";"EDGE";"SPORT 5PTS 3.7L 6CIL 305HP AUT";"2013";"Auto";"Gasolina";"6";305;3,7;"CAMIONETAS DE USO MULTIPLE (SUV)";9,9;15,2;11,74;8,81;265;12;"4";"9"
"3835";"JEEP";"CHEROKEE";"LIMITED 5PTS 2.4L 4CIL 184HP AUT";"2015";"Auto";"Gasolina";"4";184;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";9,9;14,9;13,04;9,78;238;14;"5";"8"
"3836";"VW";"TIGUAN";"GP 5PTS 2.0L 4CIL 200HP TIP 4MOTION TURBO";"2014";"Auto";"Gasolina";"4";200;2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,9;16,13;11,98;8,99;259;9;"5";"9"
"3837";"VW";"TIGUAN";"GP 5PTS 2.0L 4CIL 200HP TIP TURBO";"2014";"Auto";"Gasolina";"4";200;2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,9;16,13;11,98;8,99;259;12;"5";"9"
"3838";"FORD";"ESCAPE";"5PTS 2.5L 4CIL 168HP AUT";"2013";"Auto";"Gasolina";"4";168;2,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,8;11,9;12;9;259;11;"5";"9"
"3839";"MAZDA";"CX-5";"4WD 5PTS 2.5L 4CIL 184HP AUT";"2014";"Auto";"Gasolina";"4";184;2,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,8;15,9;13,22;9,92;235;28;"6";NA
"3840";"VW";"CARAVELLE";"5PTS 2.0L 4CIL 180HP AUT TURBO DIESEL";"2013";"Auto";"Diesel";"4";180;2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,8;14,5;12,85;9,63;278;300;"4";NA
"3841";"MAZDA";"CX-5";"WAGON 4WD 5PTS 2.5L 4CIL 184HP AUT";"2015";"Auto";"Gasolina";"4";184;2,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,8;15,9;13,22;9,92;235;28;"6";NA
"3842";"LINCOLN";"MKC";"4X4 5PTAS 2.3L 4CIL 275HP AUT TURBO";"2017";"Auto";"Gasolina";"4";275;2,3;"CAMIONETAS DE USO MULTIPLE (SUV)";9,79;15,36;11,7;8,77;266;12;"4";"9"
"3843";"KIA";"SORENTO";"FWD 5PTAS 3.3L 6CIL 290HP AUT";"2016";"Auto";"Gasolina";"6";290;3,3;"CAMIONETAS DE USO MULTIPLE (SUV)";9,77;15,81;11,8;8,85;263;11;"4";"9"
"3844";"KIA";"SORENTO";"FWD 5PTAS 3.3L 6CIL 290HP AUT";"2017";"Auto";"Gasolina";"6";290;3,3;"CAMIONETAS DE USO MULTIPLE (SUV)";9,77;15,81;11,8;8,85;263;11;"4";"9"
"3845";"KIA";"SORENTO";"FWD 5PTAS 3.3L 6CIL 290HP AUT";"2018";"Auto";"Gasolina";"6";290;3,3;"CAMIONETAS DE USO MULTIPLE (SUV)";9,77;15,81;11,8;8,85;263;11;"4";"9"
"3846";"LINCOLN";"MKC";"5PTS 2.0L 4CIL 240HP AUT TURBO";"2016";"Auto";"Gasolina";"4";240;2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,72;15,26;11,62;8,71;268;12;"4";"9"
"3847";"FORD";"EDGE";"5PTS 3.5L 6CIL 285HP AUT";"2011";"Auto";"Gasolina";"6";285;3,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,7;15,2;11,59;8,69;268;12;"4";"9"
"3848";"FORD";"EDGE";"5PTS 3.5L 6CIL 285HP AUT";"2012";"Auto";"Gasolina";"6";285;3,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,7;15,2;11,59;8,69;268;12;"4";"9"
"3849";"FORD";"EDGE";"5PTS 2.0L 4CIL 240HP AUT";"2013";"Auto";"Gasolina";"4";240;2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,7;15,2;11,59;8,69;268;12;"4";"9"
"3850";"FORD";"EDGE";"5PTS 3.5L 6CIL 285HP AUT";"2013";"Auto";"Gasolina";"6";285;3,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,7;15,2;11,59;8,69;268;12;"4";"9"
"3851";"FORD";"TRANSIT";"CHASIS RWD 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL";"2012";"Manual";"Diesel";"4";125;2,2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,7;14,1;12,65;9,49;282;273;"4";NA
"3852";"LINCOLN";"MKC";"AWD 5PTS 2.3L 4CIL 275HP AUT TURBO";"2016";"Auto";"Gasolina";"4";275;2,3;"CAMIONETAS DE USO MULTIPLE (SUV)";9,7;15,7;13,09;9,82;237;7;"6";"9"
"3853";"HONDA";"CR-V";"EX-L 4WD 5PTS 2.4L 4CIL 185HP CVT";"2016";"Var.Continua";"Gasolina";"4";185;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";9,7;15,6;13,06;9,8;238;4;"6";"9"
"3854";"HONDA";"CR-V";"EX-L 2WD 5PTS 2.4L 4CIL 185HP CVT";"2016";"Var.Continua";"Gasolina";"4";185;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";9,7;15,6;13,06;9,8;238;4;"6";"9"
"3855";"HONDA";"CR-V";"LX 2WD 5PTS 2.4L 4CIL 185HP CVT";"2016";"Var.Continua";"Gasolina";"4";185;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";9,7;15,6;13,06;9,8;238;4;"6";"9"
"3856";"HONDA";"CR-V";"EXi STYLE 2WD 5PTS 2.4L 4CIL 185HP CVT";"2016";"Var.Continua";"Gasolina";"4";185;2,4;"CAMIONETAS DE USO MULTIPLE (SUV)";9,7;15,6;13,06;9,8;238;4;"6";"9"
"3857";"AUDI";"Q7";"5PTAS 3.0L 6CIL 333HP TIPTRONIC FSI QUATTRO TURBO";"2017";"Auto";"Gasolina";"6";333;3;"CAMIONETAS DE USO MULTIPLE (SUV)";9,7;14,4;11,37;8,53;273;28;"4";"6"
"3858";"AUDI";"Q7";"5PTAS 3.0L 6CIL 333HP TIPTRONIC FSI QUATTRO TURBO";"2016";"Auto";"Gasolina";"6";333;3;"CAMIONETAS DE USO MULTIPLE (SUV)";9,7;14,4;11,37;8,53;273;28;"4";"6"
"3859";"CADILLAC";"SRX";"5PTS 3.0L 6CIL 265HP AUT";"2011";"Auto";"Gasolina";"6";265;3;"CAMIONETAS DE USO MULTIPLE (SUV)";9,65;14,67;11,41;8,55;273;18;"4";"8"
"3860";"CADILLAC";"SRX";"5PTS 3.6L 6CIL 308HP AUT";"2013";"Auto";"Gasolina";"6";308;3,6;"CAMIONETAS DE USO MULTIPLE (SUV)";9,65;14,67;11,41;8,55;273;10;"4";"9"
"3861";"MERCEDES";"SPRINTER";"315 5PTAS 2.1L 4CIL 150HP TURBO MAN DIÉSEL";"2018";"Manual";"Diesel";"4";150;2,148;"CAMIONETAS DE USO MULTIPLE (SUV)";9,64;11,93;11,91;8,93;300;271;"3";NA
"3862";"FORD";"TRANSIT";"CHASIS 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL";"2014";"Manual";"Diesel";"4";125;2,2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,63;15,36;12,94;9,71;276;333;"4";NA
"3863";"FORD";"TRANSIT";"PASAJEROS 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL";"2014";"Manual";"Diesel";"4";125;2,2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,63;15,36;12,94;9,71;276;333;"4";NA
"3864";"FORD";"TRANSIT";"VAN 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL";"2014";"Manual";"Diesel";"4";125;2,2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,63;15,36;12,94;9,71;276;333;"4";NA
"3865";"FORD";"TRANSIT";"CHASIS CAB REG 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL";"2015";"Manual";"Diesel";"4";125;2,2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,63;15,36;12,94;9,71;276;333;"4";NA
"3866";"FORD";"TRANSIT";"CHASIS RWD 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL";"2015";"Manual";"Diesel";"4";125;2,2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,63;15,36;12,94;9,71;276;273;"4";NA
"3867";"FORD";"TRANSIT";"PASAJEROS 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL";"2015";"Manual";"Diesel";"4";125;2,2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,63;15,36;12,94;9,71;276;333;"4";NA
"3868";"FORD";"TRANSIT";"PASAJEROS LARGO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL";"2015";"Manual";"Diesel";"4";125;2,2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,63;15,36;12,94;9,71;276;333;"4";NA
"3869";"FORD";"TRANSIT";"VAN CORTO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL";"2015";"Manual";"Diesel";"4";125;2,2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,63;15,36;12,94;9,71;276;333;"4";NA
"3870";"FORD";"TRANSIT";"VAN LARGO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL";"2015";"Manual";"Diesel";"4";125;2,2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,63;15,36;12,94;9,71;276;333;"4";NA
"3871";"FORD";"ECOSPORT";"4PTS 2.0L 4CIL 145HP AUT";"2011";"Auto";"Gasolina";"4";145;2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,6;13,2;12,3;9,23;253;28;"5";NA
"3872";"MAZDA";"CX-7";"4X2 5PTS 2.3L 4CIL 244HP AUT";"2011";"Auto";"Gasolina";"4";244;2,3;"CAMIONETAS DE USO MULTIPLE (SUV)";9,6;14,5;11,32;8,49;275;6;"4";"9"
"3873";"NISSAN";"MURANO";"4X2 5PTS 3.5L 6CIL 235HP CVT";"2011";"Var.Continua";"Gasolina";"6";235;3,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,6;13,8;11,12;8,34;279;24;"4";"7"
"3874";"NISSAN";"MURANO";"4X2 5PTS 3.5L 6CIL 235HP CVT";"2012";"Var.Continua";"Gasolina";"6";235;3,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,6;13,8;11,12;8,34;279;24;"4";"7"
"3875";"FORD";"ECOSPORT";"5PTS 2.0L 4CIL 145HP AUT";"2012";"Auto";"Gasolina";"4";145;2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,6;13,2;12,3;9,23;253;28;"5";NA
"3876";"MAZDA";"CX-7";"WAGON 4X2 5PTS 2.3L 4CIL 244HP AUT TURBO";"2012";"Auto";"Gasolina";"4";244;2,3;"CAMIONETAS DE USO MULTIPLE (SUV)";9,6;14,5;11,32;8,49;275;7;"4";"9"
"3877";"NISSAN";"MURANO";"2WD 5PTS 3.5L 6CIL 235HP CVT";"2013";"Var.Continua";"Gasolina";"6";235;3,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,6;13,8;11,12;8,34;279;24;"4";"7"
"3878";"INFINITI";"JX35";"4X2 5PTS 3.5L 6CIL 265HP CVT";"2013";"Var.Continua";"Gasolina";"6";265;3,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,6;14,5;11,32;8,49;275;20;"4";"7"
"3879";"INFINITI";"JX35";"4X4 5PTS 3.5L 6CIL 265HP CVT";"2013";"Var.Continua";"Gasolina";"6";265;3,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,6;13,6;11,06;8,3;281;20;"4";"7"
"3880";"NISSAN";"MURANO";"2WD 5PTS 3.5L 6CIL 235HP CVT";"2014";"Var.Continua";"Gasolina";"6";235;3,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,6;13,8;11,12;8,34;279;24;"4";"7"
"3881";"VW";"CARAVELLE";"5PTS 2.0L 4CIL 138HP AUT TURBO DIESEL";"2013";"Auto";"Diesel";"4";138;2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,6;13,6;12,43;9,32;288;306;"3";NA
"3882";"VW";"MULTIVAN";"5PTS 2.0L 4CIL 138HP DSG TURBO DIESEL";"2013";"Dbl.Embrague";"Diesel";"4";138;2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,6;13,6;12,43;9,32;288;306;"3";NA
"3883";"AUDI";"SQ5";"5PTS 3.0L 6CIL 354HP TIPTRONIC FSI TURBO QUATTRO";"2015";"Auto";"Gasolina";"6";354;3;"CAMIONETAS DE USO MULTIPLE (SUV)";9,6;14,8;11,4;8,55;273;13;"4";"8"
"3884";"AUDI";"SQ5";"5PTS 3.0L 6CIL 354HP TIPTRONIC QUATTRO FSI TURBO";"2016";"Auto";"Gasolina";"6";354;3;"CAMIONETAS DE USO MULTIPLE (SUV)";9,6;14,6;11,35;8,51;274;13;"4";"8"
"3885";"AUDI";"S Q5";"5PTAS 3.0L 6CIL 354HP TIP QUATTRO FSI TURBO";"2017";"Auto";"Gasolina";"6";354;3;"CAMIONETAS DE USO MULTIPLE (SUV)";9,6;14,8;11,4;8,55;273;13;"4";"8"
"3886";"NISSAN";"MURANO";"AWD 5PTS 3.5L 6CIL 235HP CVT";"2011";"Var.Continua";"Gasolina";"6";235;3,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,5;13,5;10,96;8,22;284;24;"4";"7"
"3887";"NISSAN";"MURANO";"AWD 5PTS 3.5L 6CIL 235HP CVT";"2012";"Var.Continua";"Gasolina";"6";235;3,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,5;13,5;10,96;8,22;284;24;"4";"7"
"3888";"NISSAN";"MURANO";"AWD 5PTS 3.5L 6CIL 235HP CVT";"2013";"Var.Continua";"Gasolina";"6";235;3,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,5;13,5;10,96;8,22;284;24;"4";"7"
"3889";"NISSAN";"MURANO";"AWD 5PTS 3.5L 6CIL 235HP CVT";"2014";"Var.Continua";"Gasolina";"6";235;3,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,5;13,5;10,96;8,22;284;24;"4";"7"
"3890";"FORD";"EXPLORER";"2WD 5PTS 3.5L 6CIL 290HP AUT";"2015";"Auto";"Gasolina";"6";290;3,5;"CAMIONETAS DE USO MULTIPLE (SUV)";9,5;15,1;11,4;8,55;273;12;"4";"9"
"3891";"GMC";"ACADIA";"SLT AWD 5PTAS 3.6L 6CIL 310HP AUT";"2017";"Auto";"Gasolina";"6";310;3,6;"CAMIONETAS DE USO MULTIPLE (SUV)";9,44;14,84;11,29;8,46;275;9;"4";"9"
"3892";"GMC";"ACADIA";"DENALI AWD 5PTAS 3.6L 6CIL 310HP AUT";"2017";"Auto";"Gasolina";"6";310;3,6;"CAMIONETAS DE USO MULTIPLE (SUV)";9,44;14,84;11,29;8,46;275;9;"4";"9"
"3893";"AUDI";"Q5";"5PTS 2.0L 4CIL 211HP S TRONIC TURBO FSI QUATTRO";"2011";"Manual.Robot";"Gasolina";"4";211;2;"CAMIONETAS DE USO MULTIPLE (SUV)";9,43;13,33;12,22;9,17;254;28;"5";NA
